Name,customer_id,gender,age,city,state,pincode,occupation,employer_type,monthly_income,Loan_type,loan_account_number,loan_open_date,disbursal_date,disbursal_channel,sanction_amount,interest_rate,monthly_emi_amount,total_emi_count,emi_paid,months_past_due,dpd_days,last_payment_date,prepayment_flag,foreclosure_flag,outstanding_principal,principal_paid,interest_paid_to_date,cibil_score,total_active_loans,total_closed_loans,enquiries_last_6m,account_status,risk_grade,branch_code,ifsc_code
Ayaan Bhat,CUST01770,Female,22,Jaipur,Rajasthan,572842,Salaried,Private,216177,Personal Loan,LA8387187043313,2018-07-30,2018-07-30,Online,2865000,19.28,110024.01,34,7,1,30,2019-02-23,False,False,2394870.16,470129.84,300038.23,715,3,5,0,SMA-0,C,BR7614,MSBK0380412
Ayaan Bansal,CUST01771,Male,48,Hyderabad,Telangana,299168,Salaried,Government,90718,Business Loan,LA8220266945598,2024-02-07,2024-02-07,Online,1560000,12.35,30497.98,73,19,0,0,2025-08-28,False,False,1258620.23,301379.77,278081.85,768,3,2,0,Current,B,BR4179,MSBK0719288
Aisha Kulkarni,CUST01772,Female,65,Pune,Maharashtra,341347,Professional,Private,239573,Gold Loan,LA7098066573773,2020-02-14,2020-02-14,Online,50000,9.81,1648.47,35,32,0,0,2022-09-27,False,False,4865.64,45134.36,7616.68,755,4,3,1,Current,B,BR7797,MSBK0664583
Navya Mehta,CUST01773,Male,47,New Delhi,Delhi,644272,Salaried,Government,206680,Home Loan,LA7513448127217,2025-01-26,2025-01-26,Corporate Tie-up,10269000,10.07,94033.55,297,1,1,40,2025-02-21,False,False,10261140.48,7859.52,86174.03,749,0,8,0,SMA-1,C,BR4428,MSBK0606989
Vihaan Nair,CUST01774,Female,44,Pune,Maharashtra,369132,Salaried,NA,226041,Home Loan,LA6541311614916,2024-07-28,2024-07-28,DSA,28397000,10.31,330157.77,157,5,0,0,2024-12-22,False,False,27958630.73,438369.27,1212419.58,772,3,1,0,Current,B,BR2788,MSBK0118318
Anay Kaur,CUST01775,Male,65,Chandigarh,Chandigarh,466775,Salaried,NA,200289,Business Loan,LA1573934206692,2018-01-08,2018-01-08,Corporate Tie-up,18133000,17.51,342816.5,102,92,0,0,2025-07-29,False,False,3168367.03,14964632.97,16574485.03,741,0,10,2,Current,B,BR9188,MSBK0592397
Anirudh Pillai,CUST01776,Male,60,Hyderabad,Telangana,816174,Self-Employed,Proprietorship,75754,Personal Loan,LA7569653497227,2022-03-18,2022-03-18,Corporate Tie-up,1886000,15.95,61094.95,40,2,1,37,2022-05-12,False,False,1813467.42,72532.58,49657.32,762,2,11,0,SMA-1,C,BR2683,MSBK0166400
Aditya Chauhan,CUST01777,Male,49,Hyderabad,Telangana,130903,Salaried,Private,113617,Business Loan,LA8321272620375,2016-01-15,2016-01-15,Corporate Tie-up,13757000,13.73,338411.44,55,2,0,0,2016-03-11,False,False,13392912.1,364087.9,312734.98,784,2,1,1,Current,B,BR4081,MSBK0416273
Kunal Das,CUST01778,Female,65,Kochi,Kerala,249588,Salaried,Government,127115,Home Loan,LA8223615690556,2025-09-23,2025-09-23,Online,15484000,9.43,149450.39,215,3,0,0,2025-12-19,False,False,15400027.69,83972.31,364378.86,771,5,6,0,Current,B,BR7038,MSBK0833581
Arjun Mahajan,CUST01779,Male,38,Ahmedabad,Gujarat,484561,Salaried,Private,161535,Personal Loan,LA5106525737824,2020-08-19,2020-08-19,Online,421000,15.32,29258.34,16,9,5,153,2021-05-12,False,False,194737.63,226262.37,37062.69,677,1,10,0,NPA,D,BR5878,MSBK0816423
Anika Singh,CUST01780,Male,51,Lucknow,Uttar Pradesh,372466,Self-Employed,Private,240085,Personal Loan,LA6114702783426,2016-01-06,2016-01-06,Online,463000,12.94,9455.7,70,10,0,0,2016-10-30,False,False,416140.66,46859.34,47697.66,774,3,8,1,Current,B,BR2871,MSBK0703193
Ishaan Verma,CUST01781,Female,32,Bhubaneswar,Odisha,639663,Salaried,NA,54608,Business Loan,LA2074024709981,2022-01-03,2022-01-03,Online,15437000,13.9,434790.22,46,7,0,0,2022-07-30,False,False,13581669.0,1855331.0,1188200.54,733,1,1,0,Current,B,BR1129,MSBK0297032
Aadhya Patel,CUST01782,Female,54,Noida,Uttar Pradesh,340762,Professional,Public Sector,480122,Auto Loan,LA4364563469922,2019-12-16,2019-12-16,Online,2618000,11.58,118361.3,25,10,0,0,2020-10-09,False,False,1645538.25,972461.75,211151.25,758,2,7,0,Current,B,BR1941,MSBK0208706
Anika Sharma,CUST01783,Male,65,Kolkata,West Bengal,773149,Salaried,Public Sector,222042,Home Loan,LA1302335927582,2021-08-08,2021-08-08,Branch,24595000,9.02,202645.34,325,8,5,160,2022-04-04,False,False,24449019.22,145980.78,1475181.94,678,3,2,0,NPA,D,BR3612,MSBK0520471
Anika Das,CUST01784,Female,43,Bhopal,Madhya Pradesh,347550,Salaried,Public Sector,85356,Home Loan,LA3621955963252,2019-07-24,2019-07-24,Branch,2742000,8.56,26738.27,185,63,0,0,2024-09-25,False,False,2173537.1,568462.9,1116048.11,768,2,10,0,Current,B,BR1460,MSBK0162197
Reyansh Mahajan,CUST01785,Other,59,Lucknow,Uttar Pradesh,317736,Salaried,Private,182867,Education Loan,LA3844699946489,2022-01-17,2022-01-17,DSA,1890000,10.76,87878.37,24,24,0,0,2024-01-07,False,False,0.0,1890000.0,219080.88,722,2,8,2,Closed,B,BR5974,MSBK0723314
Ishita Khan,CUST01786,Female,29,Kolkata,West Bengal,491059,Salaried,Public Sector,113938,Education Loan,LA4633423861508,2015-11-18,2015-11-18,Corporate Tie-up,2734000,14.21,122787.26,26,0,2,63,,False,False,2734000.0,0.0,0.0,728,0,8,0,SMA-2,D,BR2450,MSBK0215114
Aarav Kulkarni,CUST01787,Male,56,Coimbatore,Tamil Nadu,749022,Professional,Government,173101,Home Loan,LA3207794804202,2025-05-05,2025-05-05,Branch,4969000,9.58,56945.82,150,5,0,0,2025-09-29,False,False,4881226.52,87773.48,196955.62,770,2,7,1,Current,B,BR5254,MSBK0324006
Navya Nair,CUST01788,Female,31,Indore,Madhya Pradesh,751814,Salaried,Private,222145,Business Loan,LA5881694204259,2022-11-17,2022-11-17,Branch,5711000,13.12,90363.08,108,7,0,0,2023-06-15,False,False,5509011.09,201988.91,430552.65,786,1,3,0,Current,B,BR7562,MSBK0488961
Rudra Naidu,CUST01789,Female,25,Bhopal,Madhya Pradesh,852773,Salaried,NA,111069,Education Loan,LA2208509239252,2018-03-24,2018-03-24,DSA,476000,13.92,6835.3,143,74,0,0,2024-04-20,True,False,323366.76,152633.24,353178.96,755,2,9,2,Current,B,BR5055,MSBK0227639
Aarav Chatterjee,CUST01790,Male,21,Noida,Uttar Pradesh,535186,Self-Employed,NA,190913,Personal Loan,LA8383117956863,2022-06-09,2022-06-09,Branch,2283000,11.15,67216.38,41,34,4,123,2025-03-21,False,False,453503.59,1829496.41,455860.51,635,2,4,1,NPA,D,BR7268,MSBK0257493
Atharv Bhat,CUST01791,Female,23,Patna,Bihar,494279,Salaried,Private,154272,Personal Loan,LA8175695524083,2024-04-09,2024-04-09,Corporate Tie-up,1987000,18.25,45956.1,71,4,0,0,2024-08-03,False,False,1922600.81,64399.19,119425.21,789,2,3,0,Current,B,BR6570,MSBK0813344
Pari Singh,CUST01792,Male,26,Kolkata,West Bengal,153411,Self-Employed,Private,255487,Gold Loan,LA8687659277976,2023-07-26,2023-07-26,Online,620000,8.37,20546.15,34,23,1,35,2025-06-11,False,False,216828.31,403171.69,69389.76,732,6,4,1,SMA-1,C,BR7987,MSBK0823898
Ishita Chatterjee,CUST01793,Female,68,Chennai,Tamil Nadu,519268,Professional,Private,388614,Business Loan,LA1571914671843,2019-09-09,2019-09-09,Corporate Tie-up,8806000,15.18,235365.43,51,10,1,33,2020-07-02,False,False,7493300.98,1312699.02,1040955.28,715,1,5,0,SMA-1,C,BR8570,MSBK0282372
Ishaan Thakur,CUST01794,Female,43,Gurgaon,Haryana,801348,Salaried,Proprietorship,52552,Education Loan,LA4872542943792,2021-04-11,2021-04-11,Corporate Tie-up,1288000,10.45,16522.5,131,21,2,63,2022-12-28,False,False,1166310.0,121690.0,225282.5,732,1,11,0,SMA-2,D,BR9385,MSBK0853517
Aarohi Rao,CUST01795,Male,40,Gurgaon,Haryana,295558,Self-Employed,Public Sector,158116,Gold Loan,LA4288109393295,2018-09-10,2018-09-10,DSA,2287000,8.27,77719.61,33,32,0,0,2021-04-24,False,False,77187.66,2209812.34,277215.18,738,2,0,1,Current,B,BR8993,MSBK0620067
Vanya Aggarwal,CUST01796,Male,27,Mumbai,Maharashtra,203588,Self-Employed,Public Sector,65963,Education Loan,LA4136663204356,2021-12-02,2021-12-02,Online,2965000,11.53,121280.02,28,22,0,0,2023-09-21,True,False,703822.56,2261177.44,406983.0,744,2,1,0,Current,B,BR9039,MSBK0511490
Vihaan Naidu,CUST01797,Female,62,Hyderabad,Telangana,743288,Salaried,Public Sector,171833,Business Loan,LA1296013488991,2016-05-13,2016-05-13,Online,13162000,13.18,416735.18,39,38,0,0,2019-06-23,False,False,412207.77,12749792.23,3086144.61,750,2,3,1,Current,B,BR3229,MSBK0687630
Aditya Bansal,CUST01798,Male,30,Ahmedabad,Gujarat,828621,Self-Employed,NA,379144,Gold Loan,LA7144985671970,2015-11-22,2015-11-22,Online,2159000,9.95,206171.66,11,10,0,0,2016-09-12,False,False,204476.21,1954523.79,107192.81,777,4,9,0,Current,B,BR6948,MSBK0821628
Vanya Thakur,CUST01799,Male,33,Indore,Madhya Pradesh,734449,Salaried,Government,244504,Auto Loan,LA2361238346666,2019-09-09,2019-09-09,DSA,1847000,11.68,37655.34,67,60,1,30,2024-08-10,False,False,253617.54,1593382.46,665937.94,725,0,10,4,SMA-0,B,BR9249,MSBK0770855
Navya Shetty,CUST01800,Male,54,New Delhi,Delhi,119892,Salaried,Public Sector,174272,Gold Loan,LA3772009268877,2018-02-08,2018-02-08,Online,30000,11.05,1220.38,28,16,0,0,2019-06-03,True,False,13804.44,16195.56,3330.52,764,2,6,0,Current,B,BR2455,MSBK0392195
Krishna Chauhan,CUST01801,Male,45,Bhubaneswar,Odisha,619861,Salaried,Proprietorship,219746,Auto Loan,LA7363935731110,2024-03-06,2024-03-06,Online,1905000,9.6,84377.22,25,19,2,67,2025-09-27,False,False,492384.98,1412615.02,190552.16,708,1,1,0,SMA-2,D,BR4027,MSBK0395870
Anay Kulkarni,CUST01802,Male,68,Bhubaneswar,Odisha,637353,Salaried,Proprietorship,36471,Home Loan,LA8465764235385,2019-10-15,2019-10-15,Corporate Tie-up,2377000,9.81,23030.38,228,26,0,0,2021-12-01,False,False,2273225.1,103774.9,495014.98,765,3,3,0,Current,B,BR2169,MSBK0967671
Krishna Kaur,CUST01803,Female,61,Kolkata,West Bengal,594720,Professional,Private,264062,Home Loan,LA3969360520924,2021-04-13,2021-04-13,Corporate Tie-up,27763000,10.07,245401.08,357,47,0,0,2025-02-16,False,False,27050816.14,712183.86,10821666.9,779,5,7,1,Current,B,BR4367,MSBK0390177
Vanya Ghosh,CUST01804,Male,45,Bhubaneswar,Odisha,855572,Professional,Proprietorship,346994,Home Loan,LA9905619416445,2025-06-18,2025-06-18,DSA,19216000,8.26,182062.18,189,5,0,0,2025-11-14,False,False,18963588.74,252411.26,657899.64,784,1,5,1,Current,B,BR2140,MSBK0911181
Aditya Pillai,CUST01805,Female,31,Gurgaon,Haryana,528643,Salaried,Public Sector,205049,Auto Loan,LA5359271500324,2024-05-23,2024-05-23,Online,812000,11.02,24348.22,40,13,0,0,2025-06-13,False,False,579896.23,232103.77,84423.09,751,2,0,4,Current,B,BR6576,MSBK0366343
Tara Yadav,CUST01806,Male,37,Chennai,Tamil Nadu,336306,Professional,Proprietorship,77127,Personal Loan,LA4751042342984,2015-06-05,2015-06-05,Online,146000,11.39,6363.22,26,18,3,97,2016-11-23,False,False,48798.49,97201.51,17336.45,650,4,4,4,NPA,D,BR6768,MSBK0727736
Aarav Chauhan,CUST01807,Female,57,Noida,Uttar Pradesh,211693,Self-Employed,Private,219635,Business Loan,LA6097870877225,2025-02-22,2025-02-22,DSA,9290000,15.87,220506.59,62,0,0,0,,False,False,9290000.0,0.0,0.0,785,2,9,1,Current,B,BR3795,MSBK0302693
Vanya Banerjee,CUST01808,Other,28,Lucknow,Uttar Pradesh,461357,Self-Employed,Government,213667,Auto Loan,LA6615057861838,2016-12-25,2016-12-25,Branch,2776000,12.1,54415.8,72,1,2,63,2017-01-23,False,False,2749575.53,26424.47,27991.33,747,3,4,0,SMA-2,D,BR1157,MSBK0903796
Arjun Gupta,CUST01809,Male,21,Jaipur,Rajasthan,257943,Salaried,NA,107082,Personal Loan,LA7563005547466,2015-04-16,2015-04-16,DSA,1806000,18.54,84872.56,26,18,0,0,2016-10-06,False,False,634105.91,1171894.09,355811.99,764,1,9,0,Current,B,BR6334,MSBK0227423
Tara Patel,CUST01810,Male,49,New Delhi,Delhi,446779,Professional,NA,266010,Home Loan,LA3464786405466,2017-06-18,2017-06-18,DSA,3731000,8.46,35973.96,187,67,5,160,2022-12-14,False,False,2906473.34,824526.66,1585728.66,628,3,10,0,NPA,D,BR3580,MSBK0916773
Kiara Bansal,CUST01811,Female,49,Lucknow,Uttar Pradesh,787916,Salaried,Government,173969,Gold Loan,LA6444713040457,2021-11-27,2021-11-27,DSA,806000,10.77,34895.75,26,23,1,37,2023-10-18,False,False,102835.83,703164.17,99438.08,738,3,5,1,SMA-1,C,BR4637,MSBK0466337
Zara Bhat,CUST01812,Female,23,Bhubaneswar,Odisha,497467,Salaried,NA,191453,Gold Loan,LA7620096447473,2017-07-17,2017-07-17,Online,664000,10.46,26011.4,29,28,0,0,2019-11-03,False,False,25786.62,638213.38,90105.82,774,1,6,3,Current,B,BR4769,MSBK0856491
Sai Chatterjee,CUST01813,Female,54,Noida,Uttar Pradesh,573643,Self-Employed,Private,265740,Education Loan,LA1247353508526,2016-04-10,2016-04-10,Online,1111000,12.41,20007.29,83,67,0,0,2021-10-06,False,False,293640.83,817359.17,523129.26,751,1,11,2,Current,B,BR7343,MSBK0819170
Riya Sharma,CUST01814,Female,27,Indore,Madhya Pradesh,142252,Salaried,Public Sector,221050,Education Loan,LA5731236353634,2025-03-02,2025-03-02,Online,222000,13.37,9566.24,27,7,2,70,2025-09-26,False,False,170659.78,51340.22,15623.46,694,3,9,0,SMA-2,D,BR6140,MSBK0461802
Anay Roy,CUST01815,Female,51,Bhopal,Madhya Pradesh,527633,Self-Employed,Government,288998,Business Loan,LA6484694829749,2020-12-08,2020-12-08,Online,13730000,14.92,690052.38,23,19,2,65,2022-06-26,True,False,2676500.98,11053499.02,2057496.2,645,1,6,0,SMA-2,D,BR2998,MSBK0831223
Yash Banerjee,CUST01816,Female,32,Kochi,Kerala,393089,Student,Government,15351,Education Loan,LA9070631001751,2017-07-08,2017-07-08,DSA,491000,11.19,6317.23,139,36,0,0,2020-06-18,False,False,417026.53,73973.47,153446.81,772,2,5,0,Current,B,BR9914,MSBK0394532
Aditya Reddy,CUST01817,Female,31,Gurgaon,Haryana,440466,Salaried,Proprietorship,171736,Personal Loan,LA7912772131491,2015-04-01,2015-04-01,DSA,323000,18.19,9658.49,47,45,0,0,2018-12-11,False,False,18886.48,304113.52,130518.53,745,0,12,1,Current,B,BR4849,MSBK0513771
Mira Ghosh,CUST01818,Female,33,Bhopal,Madhya Pradesh,750140,Salaried,Public Sector,221323,Business Loan,LA5055345528770,2015-02-09,2015-02-09,Branch,5588000,17.61,143758.63,58,49,0,0,2019-02-16,False,False,1203784.76,4384215.24,2659957.63,702,1,4,0,Current,C,BR2020,MSBK0229846
Rohan Reddy,CUST01819,Male,44,Mumbai,Maharashtra,702177,Salaried,Public Sector,68344,Business Loan,LA8346263086049,2024-09-03,2024-09-03,Corporate Tie-up,19580000,17.37,855523.28,28,3,0,0,2024-11-28,True,False,17838728.23,1741271.77,825298.07,785,3,0,2,Current,B,BR8897,MSBK0475034
Reyansh Khan,CUST01820,Female,32,Chandigarh,Chandigarh,609582,Self-Employed,Government,298683,Education Loan,LA2581810697124,2015-03-04,2015-03-04,Branch,3459000,11.97,151693.85,26,13,0,0,2016-03-24,False,False,1840926.31,1618073.69,353946.36,773,5,11,3,Current,B,BR8352,MSBK0505954
Aarav Gupta,CUST01821,Female,58,Gurgaon,Haryana,308551,Salaried,Public Sector,109332,Personal Loan,LA6007597357767,2023-01-12,2023-01-12,Online,1519000,11.33,31731.7,64,0,4,127,,False,False,1519000.0,0.0,0.0,661,2,4,4,NPA,D,BR4749,MSBK0747751
Meera Bansal,CUST01822,Male,33,Bhubaneswar,Odisha,675666,Salaried,Government,214028,Auto Loan,LA3060478852894,2018-02-17,2018-02-17,DSA,247000,9.76,5088.24,62,44,1,37,2021-09-29,False,False,84879.56,162120.44,61762.12,764,1,11,1,SMA-1,C,BR6971,MSBK0350726
Nisha Banerjee,CUST01823,Female,62,Indore,Madhya Pradesh,534700,Salaried,Government,140921,Personal Loan,LA5024325212732,2019-01-02,2019-01-02,Branch,1618000,19.69,41026.27,64,34,0,0,2021-10-16,False,False,965887.27,652112.73,742780.45,736,2,5,0,Current,B,BR3992,MSBK0514004
Anay Patel,CUST01824,Female,30,Coimbatore,Tamil Nadu,309975,Self-Employed,Proprietorship,114986,Auto Loan,LA9845674697508,2022-07-31,2022-07-31,DSA,1854000,10.24,36048.84,68,1,5,155,2022-08-25,False,False,1833771.96,20228.04,15820.8,723,0,2,0,NPA,D,BR5893,MSBK0492616
Anay Mehta,CUST01825,Female,61,Chandigarh,Chandigarh,823112,Self-Employed,NA,358968,Auto Loan,LA3383170819983,2018-02-15,2018-02-15,Corporate Tie-up,1902000,12.35,45460.65,55,45,1,33,2021-10-22,False,False,429898.74,1472101.26,573627.99,726,5,12,3,SMA-1,C,BR9411,MSBK0739847
Rudra Bansal,CUST01826,Female,51,Visakhapatnam,Andhra Pradesh,211138,Salaried,Public Sector,99533,Home Loan,LA1117594184696,2018-09-21,2018-09-21,Branch,1090000,10.31,10088.5,308,5,1,35,2019-02-17,False,False,1086319.36,3680.64,46761.86,750,2,9,0,SMA-1,C,BR1561,MSBK0656038
Zara Bansal,CUST01827,Male,37,Jaipur,Rajasthan,479198,Salaried,Government,238707,Gold Loan,LA7956239284417,2019-02-18,2019-02-18,Online,1815000,10.83,63842.13,33,12,1,35,2020-02-08,False,False,1216320.37,598679.63,167425.93,764,5,9,0,SMA-1,C,BR6911,MSBK0435271
Kabir Khan,CUST01828,Male,41,Noida,Uttar Pradesh,178849,Salaried,Government,120436,Gold Loan,LA7772799304713,2016-10-21,2016-10-21,Online,499000,7.39,26594.69,20,13,1,40,2017-11-14,False,False,181660.44,317339.56,28391.41,743,2,0,1,SMA-1,C,BR1510,MSBK0312285
Ira Thakur,CUST01829,Male,45,Mumbai,Maharashtra,751977,Salaried,Public Sector,155574,Education Loan,LA3709439279566,2025-06-05,2025-06-05,DSA,1947000,10.38,36814.67,71,2,3,90,2025-08-03,False,False,1906880.99,40119.01,33510.33,678,3,12,3,NPA,D,BR7550,MSBK0430762
Kunal Verma,CUST01830,Male,55,Jaipur,Rajasthan,795946,Professional,Government,356497,Education Loan,LA7152240040019,2021-06-23,2021-06-23,Corporate Tie-up,2673000,12.5,46542.0,88,7,0,0,2022-01-18,False,False,2537950.27,135049.73,190744.27,796,1,12,0,Current,B,BR1937,MSBK0436990
Aarav Mahajan,CUST01831,Female,61,Kolkata,West Bengal,403930,Salaried,Proprietorship,206626,Business Loan,LA2099974978046,2023-03-03,2023-03-03,Corporate Tie-up,15254000,14.95,281164.83,91,0,3,93,,False,False,15254000.0,0.0,0.0,650,2,5,0,NPA,D,BR8494,MSBK0462897
Arjun Kaur,CUST01832,Other,68,Pune,Maharashtra,775164,Self-Employed,Private,91750,Home Loan,LA6819754728137,2022-10-09,2022-10-09,Branch,3304000,9.71,41542.7,128,11,0,0,2023-09-03,False,False,3134361.11,169638.89,287330.81,763,2,8,0,Current,B,BR1388,MSBK0192522
Aadhya Iyer,CUST01833,Male,34,Bhopal,Madhya Pradesh,690583,Professional,NA,440257,Gold Loan,LA4309443296002,2018-07-06,2018-07-06,DSA,414000,7.84,16775.38,27,26,3,95,2020-08-20,False,False,16666.49,397333.51,38826.37,685,4,12,0,NPA,D,BR9133,MSBK0580006
Aarohi Joshi,CUST01834,Female,60,Gurgaon,Haryana,626363,Professional,Private,262802,Auto Loan,LA7598208100359,2019-12-10,2019-12-10,DSA,1352000,8.55,24872.11,69,40,2,70,2023-03-23,False,False,649570.0,702430.0,292454.4,722,2,10,0,SMA-2,D,BR2014,MSBK0506368
Aditya Bhat,CUST01835,Female,52,Hyderabad,Telangana,491951,Salaried,Private,120932,Home Loan,LA7111744408976,2020-09-23,2020-09-23,DSA,15219000,9.79,156191.29,195,36,1,40,2023-09-05,False,False,13885008.17,1333991.83,4288894.61,734,6,2,3,SMA-1,C,BR7186,MSBK0386815
Sai Chauhan,CUST01836,Male,64,Jaipur,Rajasthan,358201,Professional,Private,313053,Home Loan,LA7667516331778,2016-04-26,2016-04-26,Branch,28045000,9.66,245057.51,317,108,0,0,2025-03-06,False,False,24743975.81,3301024.19,23165186.89,748,1,3,0,Current,B,BR1626,MSBK0673009
Kiara Joshi,CUST01837,Male,22,Indore,Madhya Pradesh,659702,Self-Employed,Proprietorship,329297,Education Loan,LA6643860924875,2024-03-20,2024-03-20,Online,1132000,9.38,14500.76,121,1,1,30,2024-04-16,False,False,1126347.7,5652.3,8848.46,787,1,12,1,SMA-0,B,BR4867,MSBK0720138
Zara Thakur,CUST01838,Male,41,Bengaluru,Karnataka,436877,Professional,Public Sector,437696,Education Loan,LA7847679487310,2024-04-19,2024-04-19,Corporate Tie-up,681000,13.54,16686.18,55,4,6,190,2024-08-15,False,False,644377.02,36622.98,30121.74,723,1,7,1,NPA,D,BR4303,MSBK0667497
Vihaan Mahajan,CUST01839,Female,48,Chennai,Tamil Nadu,142431,Salaried,Proprietorship,190491,Home Loan,LA3922076627743,2015-03-25,2015-03-25,Branch,29610000,9.14,245610.43,330,53,4,125,2019-07-27,False,False,28304850.79,1305149.21,11712203.58,693,1,7,0,NPA,D,BR5581,MSBK0735846
Ishita Kaur,CUST01840,Male,66,Bengaluru,Karnataka,768775,Professional,NA,343794,Auto Loan,LA8925222757788,2015-02-28,2015-02-28,Corporate Tie-up,1243000,9.53,25465.48,62,7,0,0,2015-09-23,False,False,1131206.73,111793.27,66465.09,765,4,6,0,Current,B,BR6802,MSBK0575622
Arjun Reddy,CUST01841,Female,53,Visakhapatnam,Andhra Pradesh,717114,Salaried,Proprietorship,179068,Home Loan,LA5173451189260,2021-05-24,2021-05-24,Online,21128000,8.84,250844.65,132,34,3,95,2024-03-07,True,False,17464939.77,3663060.23,4865657.87,726,2,8,1,NPA,D,BR7968,MSBK0981268
Anirudh Ghosh,CUST01842,Female,48,Chennai,Tamil Nadu,183118,Self-Employed,Government,390381,Gold Loan,LA2085184871973,2022-09-02,2022-09-02,Corporate Tie-up,957000,11.92,125033.89,8,3,1,35,2022-11-29,False,False,606962.79,350037.21,25064.46,760,1,9,0,SMA-1,C,BR2101,MSBK0386571
Aadhya Roy,CUST01843,Male,68,Gurgaon,Haryana,575371,Self-Employed,Government,184507,Personal Loan,LA4098231066184,2025-02-09,2025-02-09,DSA,1025000,14.07,29443.07,45,5,1,37,2025-07-07,True,False,935808.1,89191.9,58023.45,737,1,8,0,SMA-1,C,BR7021,MSBK0147881
Dhruv Chatterjee,CUST01844,Other,61,Gurgaon,Haryana,492274,Professional,NA,108785,Auto Loan,LA4049602438693,2018-03-01,2018-03-01,DSA,1580000,12.35,56712.15,33,14,0,0,2019-04-22,False,False,974192.52,605807.48,188162.62,743,1,7,2,Current,B,BR6948,MSBK0865056
Mira Patel,CUST01845,Female,34,Visakhapatnam,Andhra Pradesh,271879,Salaried,Private,89934,Home Loan,LA9933079446900,2016-03-18,2016-03-18,DSA,16565000,8.41,127913.71,341,107,2,67,2024-12-26,False,False,14690714.32,1874285.68,11812481.29,734,2,0,4,SMA-2,D,BR4690,MSBK0845493
Ira Verma,CUST01846,Male,66,New Delhi,Delhi,648595,Salaried,Government,109649,Home Loan,LA4989802479166,2017-12-10,2017-12-10,Branch,9863000,9.02,105496.97,162,31,0,0,2020-06-26,False,False,8772824.86,1090175.14,2180230.93,796,1,3,0,Current,B,BR3377,MSBK0120087
Rohan Naidu,CUST01847,Male,62,Chennai,Tamil Nadu,737491,Salaried,Proprietorship,120740,Personal Loan,LA2838995743066,2025-05-11,2025-05-11,Corporate Tie-up,1899000,13.06,44327.21,58,2,0,0,2025-07-08,False,False,1851422.99,47577.01,41077.41,749,0,10,3,Current,B,BR3824,MSBK0656350
Kiara Kulkarni,CUST01848,Female,22,Noida,Uttar Pradesh,123035,Salaried,Public Sector,126960,Home Loan,LA9508604803291,2021-12-21,2021-12-21,Corporate Tie-up,12258000,10.06,122832.86,217,7,2,63,2022-07-15,False,False,12113927.16,144072.84,715757.18,716,2,6,0,SMA-2,D,BR5829,MSBK0185214
Atharv Roy,CUST01849,Female,61,Chandigarh,Chandigarh,462870,Salaried,Proprietorship,222220,Auto Loan,LA5943567114658,2019-01-17,2019-01-17,Corporate Tie-up,247000,11.47,5640.63,57,13,0,0,2020-02-07,False,False,201830.69,45169.31,28158.88,745,0,1,1,Current,B,BR1291,MSBK0598909
Jia Iyer,CUST01850,Female,19,Jaipur,Rajasthan,775975,Salaried,NA,74803,Home Loan,LA6449172640209,2015-11-03,2015-11-03,Online,9563000,8.02,100383.46,152,73,0,0,2021-11-01,False,False,6145719.64,3417280.36,3910712.22,753,1,12,1,Current,B,BR2014,MSBK0225294
